#{"t_start": 1620345268.8266912, "env_id": null}
r,l,t
-658.71249,401,4167.027311
-1837.707781,401,4172.421941
-2737.426539,401,4177.78692
-2467.728446,401,4183.168188
-738.292372,401,4188.553571
-666.902078,401,4193.918319
-786.578471,401,4199.31173
-2518.64581,401,4204.698165
-1022.908202,401,4210.078859
-1864.656288,401,4215.470412
-3970.712167,401,4220.874046
-685.335539,401,4226.253063
-2953.951622,401,4231.622058
-3448.204233,401,4237.085376
-3281.295481,401,4242.483947
-2219.756515,401,4247.870314
-3495.006968,401,4253.258919
-921.761117,401,4258.59166
-639.864487,401,4263.970572
-598.568954,401,4269.378795
-1773.446328,401,4274.764367
-1207.280189,401,4280.138229
-722.156383,401,4285.469419
-1021.128696,401,4290.950315
-2004.366744,401,4296.336181
-665.206217,401,4301.729054
-3129.720269,401,4307.110911
-695.242341,401,4312.466693
-618.260282,401,4317.825962
-3677.140591,401,4323.188181
-3334.443749,401,4328.590627
-702.567782,401,4333.985933
-863.490521,401,4339.415204
-1025.549039,401,4344.800902
-3024.715776,401,4350.195285
-4620.360002,401,4355.583225
-3211.328657,401,4361.008756
-3504.606721,401,4366.34918
-3798.605928,401,4371.834558
-1839.679158,401,4377.216779
-748.63829,401,4382.624482
-678.370628,401,4388.005547
-2948.680694,401,4393.349379
-859.875624,401,4398.720314
-2681.076126,401,4404.082356
-3746.273443,401,4409.478993
-894.229225,401,4414.851093
-689.381027,401,4420.224791
-2228.603011,401,4425.575366
-3113.477538,401,4430.945324
-501.90809,401,4436.337143
-607.753554,401,4441.716903
-728.239293,401,4447.072084
-704.73535,401,4452.431449
-3081.87944,401,4457.803995
-1464.002733,401,4463.195138
-798.586352,401,4468.557817
-1212.115001,401,4474.11828
-658.906891,401,4479.452878
-2513.178826,401,4484.835741
-3570.356616,401,4490.23457
-567.040956,401,4495.607588
-1311.286202,401,4500.968257
-3244.278836,401,4506.381605
-1571.84248,401,4511.748136
-3384.713499,401,4517.120487
-4303.849145,401,4522.483194
-2924.926215,401,4527.848518
-2104.164398,401,4533.203125
-753.268498,401,4538.591102
-1460.547552,401,4543.983494
-2394.069162,401,4549.333196
-2573.948853,401,4554.698022
-2820.214947,401,4560.042534
-1437.705134,401,4565.401798
-3343.402532,401,4570.767972
-2778.08468,401,4576.142521
-731.30164,401,4581.566625
-831.08993,401,4586.917107
-1436.323885,401,4592.292627
-3535.528849,401,4597.661454
-2262.442133,401,4603.044759
-765.779641,401,4608.426937
-3225.538329,401,4613.792754
-2838.745142,401,4619.275679
-759.463908,401,4624.640274
-2729.162154,401,4630.014512
-741.014996,401,4635.397667
-2237.314359,401,4640.883151
-2243.435623,401,4646.26533
-3245.524185,401,4651.647212
-1868.033927,401,4657.0386
-1805.940182,401,4662.399817
-2499.861733,401,4667.768497
-2309.543215,401,4673.164539
-1678.913347,401,4678.545443
-2258.842744,401,4683.925245
-3181.541205,401,4689.527069
-2804.631385,401,4694.856906
-2202.853045,401,4700.24268
-3335.219306,401,4705.635324
-1621.938781,401,4711.003923
-2311.28964,401,4716.382491
-2235.912681,401,4721.754591
-646.562672,401,4727.129632
-1943.396576,401,4732.551056
-803.111415,401,4737.927799
-2184.967025,401,4743.283406
-1112.992117,401,4748.621473
-2329.679317,401,4753.997032
-3085.409348,401,4759.3894
-764.753495,401,4764.785463
-964.618381,401,4770.14027
-1632.924156,401,4775.478659
-1984.067686,401,4780.850216
-1878.500742,401,4786.23787
-755.125168,401,4791.799445
-697.917325,401,4797.164675
-2113.011555,401,4802.568186
-763.729599,401,4807.938862
-880.797828,401,4813.350577
-796.21812,401,4818.75064
-749.283442,401,4824.095679
-2481.107046,401,4829.435187
-2850.763758,401,4834.813442
-566.607371,401,4840.185339
-4339.224893,401,4845.558446
-3026.279178,401,4850.935583
-1789.363143,401,4856.281652
-2237.932107,401,4861.670507
-2151.645716,401,4867.079987
-1280.920701,401,4872.48072
-1820.19452,401,4877.868259
-3963.860773,401,4883.219734
-605.005947,401,4888.589806
-1709.499023,401,4893.959942
-644.788783,401,4899.340952
-2969.666959,401,4904.732224
-633.481408,401,4910.099262
-3284.379665,401,4915.466796
-675.13329,401,4920.871134
-2506.455273,401,4926.243316
-2132.326532,401,4931.905154
-585.85761,401,4937.799088
-709.88564,401,4943.259686
-724.502804,401,4948.64991
-3283.176274,401,4954.021908
-689.840359,401,4959.405571
-2449.505652,401,4964.78072
-2735.070828,401,4970.144291
-508.640974,401,4975.551963
-3385.793593,401,4980.928143
-700.117776,401,4986.288037
-1953.422517,401,4991.665525
-2324.707642,401,4997.030671
-2260.21701,401,5002.429747
-1390.762064,401,5007.804117
-517.6041,401,5013.630091
-563.580529,401,5019.004584
-437.946529,401,5024.378752
-609.892097,401,5029.759941
-1478.013076,401,5035.155135
-3165.710349,401,5040.49743
-1714.354729,401,5045.884346
-573.337504,401,5051.23914
-2643.572214,401,5056.617814
-636.31197,401,5061.967815
-739.116192,401,5067.331173
-598.606743,401,5072.671684
-1599.674046,401,5078.024625
-3020.798281,401,5083.43181
-3402.537791,401,5088.792514
-2259.569616,401,5094.421937
-2868.886907,401,5099.797959
-3546.549616,401,5105.218823
-2588.58646,401,5110.593453
-2160.076915,401,5115.958827
-2659.89287,401,5121.354908
-2302.771145,401,5126.836589
-1849.82168,401,5132.21008
-3199.091747,401,5137.601063
-2618.977906,401,5142.993575
-2961.452913,401,5148.362437
-3294.577729,401,5153.741058
-2614.308318,401,5159.102719
-2776.23685,401,5164.491897
-3010.389064,401,5169.87485
-3132.339753,401,5175.246571
-2844.441214,401,5180.629837
-2823.844699,401,5185.967248
-2522.203857,401,5191.348349
-2713.295576,401,5196.712534
-2880.934507,401,5202.081459
-2434.847749,401,5207.449529
-1593.313972,401,5212.799239
-1938.453007,401,5218.168479
-1937.008759,401,5223.534809
-1216.343923,401,5228.915691
-3016.68052,401,5234.454708
-2642.857965,401,5240.005664
-2807.161853,401,5245.470326
-1512.446002,401,5250.85392
-1190.220731,401,5256.217096
-1504.204257,401,5261.59323
-2327.391508,401,5266.930384
-3020.430234,401,5272.564183
-3022.814283,401,5277.953231
-1073.224569,401,5283.343803
-1585.652325,401,5288.736541
-2153.893853,401,5294.090391
-674.909765,401,5299.517035
-1975.303303,401,5304.89065
-293.756724,401,5310.280278
-312.511672,401,5315.692422
-531.396551,401,5321.056722
-626.496537,401,5326.422507
-587.114807,401,5331.801474
-1813.838835,401,5337.180875
-2617.42421,401,5342.580854
-575.054396,401,5347.942308
-369.379542,401,5353.328785
-336.785199,401,5358.702532
-709.478533,401,5364.082575
-635.477295,401,5369.462094
-1096.868503,401,5374.80642
-580.987899,401,5380.174741
-389.857382,401,5385.545852
-630.488337,401,5390.901367
-1559.583617,401,5396.273037
-2230.169,401,5401.67605
-461.569666,401,5407.102319
-2516.206416,401,5412.466552
-637.655582,401,5417.836287
-3131.042448,401,5423.224802
-416.742119,401,5428.573509
-597.087742,401,5433.957444
-643.797167,401,5439.329654
-1207.066703,401,5444.710514
-612.179052,401,5450.089784
-3701.41177,401,5455.467836
-1659.471955,401,5460.897058
-502.785942,401,5466.253654
-609.046444,401,5471.653775
-484.717681,401,5477.019408
-675.7386,401,5482.379197
-2884.988064,401,5487.766801
-1779.245226,401,5493.131285
-645.027837,401,5498.728678
-2188.298213,401,5504.11533
-590.310329,401,5509.501853
-674.093852,401,5514.882992
-659.797929,401,5520.270761
-714.643013,401,5525.660827
-481.965135,401,5531.09907
-1791.976292,401,5536.470605
-736.081354,401,5541.940428
-1603.366803,401,5547.355006
-1214.896439,401,5552.755473
-2875.004722,401,5558.131979
-2583.911889,401,5563.524302
-584.535949,401,5568.892728
-603.391604,401,5574.273229
-720.473414,401,5579.632723
-545.846942,401,5585.02224
